"gene_id","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position"
"MEIS1","17268","ENSMUSG00000020160","11","18879817","19018985"
"MEIS2","17536","ENSMUSG00000027210","2","115863064","116065839"
"MEIS3","17537","ENSMUSG00000041420","7","16175090","16186504"
"MELK","17279","ENSMUSG00000035683","4","44300876","44364675"
"MEMO1","76890","ENSMUSG00000058704","17","74200706","74294883"
"MEN1","17283","ENSMUSG00000024947;ENSMUSG00000106695","19;CHR_MG4249_PATCH","6334979","6340891"
"MEOX1","17285","ENSMUSG00000001493","11","101877510","101894374"
"MEOX2","17286","ENSMUSG00000036144","12","37108540","37179534"
"MEP1A","17287","ENSMUSG00000023914","17","43474324","43502812"
"MEP1B","17288","ENSMUSG00000024313","18","21072344","21100199"
"MEPCE","231803","ENSMUSG00000029726","5","137781906","137787655"
"MEPE","94111","ENSMUSG00000053863","5","104325329","104338611"
"MERTK","17289","ENSMUSG00000014361","2","128698956","128802894"
"MESDC1","80889","ENSMUSG00000070462","7","83879873","83884305"
"MESDC2","67943","ENSMUSG00000038503","7","83884466","83901532"
"MESP1","17292","ENSMUSG00000030544","7","79792241","79793788"
"MESP2","17293","ENSMUSG00000030543","7","79810727","79813439"
"MEST","17294","ENSMUSG00000051855","6","30723547","30748465"
"MET","17295","ENSMUSG00000009376","6","17463800","17573980"
"METAP1","75624","ENSMUSG00000005813","3","138458956","138489515"
"METAP1D","66559","ENSMUSG00000041921","2","71453276","71525194"
"METAP2","56307","ENSMUSG00000036112","10","93858489","93897093"
"METHIG1","554292","ENSMUSG00000093789","15","100353149","100383964"
"METRN","70083","ENSMUSG00000002274","17","25794571","25797136"
"METRNL","210029","ENSMUSG00000039208","11","121701544","121716306"
"METTL1","17299","ENSMUSG00000006732","10","127041414","127046365"
"METTL10","72096","ENSMUSG00000030960","7","132827457","132852673"
"METTL11B","240879","ENSMUSG00000040113","1","163702256","163725232"
"METTL13","71449","ENSMUSG00000026694","1","162532127","162548551"
"METTL14","210529","ENSMUSG00000028114","3","123368297","123386108"
"METTL15","76894","ENSMUSG00000057234","2","109092297","109280748"
"METTL16","67493","ENSMUSG00000010554","11","74770830","74828525"
"METTL17","52535","ENSMUSG00000004561","14","51884842","51893039"
"METTL18","69962","ENSMUSG00000041396","1","163994889","163997243"
"METTL2","52686","ENSMUSG00000020691","11","105126425","105140394"
"METTL20","320204","ENSMUSG00000039958","6","149139849","149151171"
"METTL21A","67099","ENSMUSG00000025956","1","64606473","64617242"
"METTL21B","100504608","ENSMUSG00000080115","10","127031004","127041513"
"METTL21C","433294","ENSMUSG00000047343","1","44009408","44020034"
"METTL21E","403183","ENSMUSG00000046828","1","44204070","44218961"
"METTL22","239706","ENSMUSG00000039345","16","8470788","8490684"
"METTL23","74319","ENSMUSG00000090266","11","116843278","116854263"
"METTL24","327747","ENSMUSG00000045555","10","40683282","40811083"
"METTL25","216292","ENSMUSG00000036009","10","105763189","105841380"
"METTL3","56335","ENSMUSG00000022160","14","52294668","52305128"
"METTL4","76781","ENSMUSG00000055660","17","94727080","94749892"
"METTL5","75422","ENSMUSG00000051730","2","69871198","69885615"
"METTL6","67011","ENSMUSG00000021891","14","31478320","31495030"
"METTL7A1","70152","ENSMUSG00000054619","15","100304817","100314348"
"METTL7A2","393082","ENSMUSG00000056487","15","100353200","100361840"
"METTL7A3","668178","ENSMUSG00000058057","15","100334929","100340341"
"METTL7B","71664","ENSMUSG00000025347","10","128958277","128960988"
"METTL8","228019","ENSMUSG00000041975","2","70964561","71055583"
"METTL9","59052","ENSMUSG00000030876","7","121034445","121076834"
"MEX3A","72640","ENSMUSG00000074480","3","88532395","88541396"
"MEX3B","108797","ENSMUSG00000057706","7","82867333","82871563"
"MEX3C","240396","ENSMUSG00000037253","18","73573044","73592575"
"MEX3D","237400","ENSMUSG00000048696","10","80380355","80387659"
"MFAP1A","67532","ENSMUSG00000068479","2","121491911","121506665"
"MFAP1B","100034361","ENSMUSG00000048222","2","121460235","121474067"
"MFAP2","17150","ENSMUSG00000060572","4","141010418","141015984"
"MFAP3","216760","ENSMUSG00000020522","11","57518664","57533815"
"MFAP3L","71306","ENSMUSG00000031647","8","60632827","60676729"
"MFAP4","76293","ENSMUSG00000042436","11","61485431","61488900"
"MFAP5","50530","ENSMUSG00000030116","6","122505845","122529290"
"MFF","75734","ENSMUSG00000026150","1","82724890","82752394"
"MFGE8","17304","ENSMUSG00000030605","7","79133768","79149060"
"MFHAS1","52065","ENSMUSG00000070056","8","35587798","35679449"
"MFI2","30060","ENSMUSG00000022780","16","31878810","31899020"
"MFN1","67414","ENSMUSG00000027668","3","32529465","32579239"
"MFN2","170731","ENSMUSG00000029020","4","147873599","147904704"
"MFNG","17305","ENSMUSG00000018169","15","78755882","78773475"
"MFRP","259172","ENSMUSG00000034739","9","44101729","44109187"
"MFSD1","66868","ENSMUSG00000027775","3","67582741","67604237"
"MFSD10","68294","ENSMUSG00000001082","5","34633642","34637212"
"MFSD11","69900","ENSMUSG00000020818","11","116852440","116875635"
"MFSD12","73822","ENSMUSG00000034854","10","81357491","81366225"
"MFSD2A","76574","ENSMUSG00000028655","4","122946850","122961188"
"MFSD2B","432628","ENSMUSG00000037336","12","4862440","4874359"
"MFSD3","69572","ENSMUSG00000019080","15","76701542","76704239"
"MFSD4","213006","ENSMUSG00000059149","1","132022806","132068062"
"MFSD5","106073","ENSMUSG00000045665","15","102279456","102281744"
"MFSD6","98682","ENSMUSG00000041439","1","52656286","52727462"
"MFSD6L","215723","ENSMUSG00000048329","11","68556186","68558245"
"MFSD7A","243197","ENSMUSG00000029490","5","108441054","108448891"
"MFSD7B","226844","ENSMUSG00000066595","1","191005847","191026158"
"MFSD7C","217721","ENSMUSG00000034258","12","85746539","85813585"
"MFSD8","72175","ENSMUSG00000025759","3","40818103","40846886"
"MFSD9","211798","ENSMUSG00000041945","1","40772038","40790687"
"MGA","29808","ENSMUSG00000033943","2","119897228","119969581"
"MGAM","232714","ENSMUSG00000068587","6","40628831","40769123"
"MGARP","67749","ENSMUSG00000037161","3","51388412","51396738"
"MGAT1","17308","ENSMUSG00000020346","11","49244191","49263030"
"MGAT2","217664","ENSMUSG00000043998","12","69184157","69186770"
"MGAT3","17309","ENSMUSG00000042428","15","80173721","80215519"
"MGAT4A","269181","ENSMUSG00000026110","1","37439340","37541016"
"MGAT4B","103534","ENSMUSG00000036620","11","50210890","50235103"
"MGAT4C","67569","ENSMUSG00000019888","10","101681487","102391469"
"MGAT4D","67555","ENSMUSG00000035057","8","83348471","83382320"
"MGAT4E","71001","ENSMUSG00000046367","1","134540941","134549682"
"MGAT5","107895","ENSMUSG00000036155","1","127205015","127488336"
"MGAT5B","268510","ENSMUSG00000043857","11","116918863","116986948"
"MGEA5","76055","ENSMUSG00000025220","19","45750261","45783520"
"MGL2","216864","ENSMUSG00000040950","11","70130329","70137550"
"MGLL","23945","ENSMUSG00000033174","6","88724412","88828360"
"MGME1","74528","ENSMUSG00000027424","2","144270663","144281227"
"MGMT","17314","ENSMUSG00000054612","7","136894611","137128187"
"MGP","17313","ENSMUSG00000030218","6","136872435","136875823"
"MGRN1","17237","ENSMUSG00000022517","16","4886100","4938296"
"MGST1","56615","ENSMUSG00000008540","6","138140316","138156755"
"MGST2","211666","ENSMUSG00000074604","3","51660360","51682677"
"MGST3","66447","ENSMUSG00000026688","1","167371966","167393841"
"MHRT","","ENSMUSG00000097652","14","54968678","54974349"
"MIA","12587","ENSMUSG00000089661","7","27179742","27181157"
"MIA2","338320","ENSMUSG00000035349","12","59095799","59109130"
"MIA3","","ENSMUSG00000056050","1","183326725","183369553"
"MIAT","","ENSMUSG00000097767","5","112213228","112229395"
"MIB1","225164","ENSMUSG00000024294","18","10725548","10818704"
"MIB2","76580","ENSMUSG00000029060","4","155654677","155669198"
"MICAL1","171580","ENSMUSG00000019823","10","41476314","41487032"
"MICAL2","320878","ENSMUSG00000038244","7","112225856","112355194"
"MICAL3","194401","ENSMUSG00000051586","6","120931707","121130999"
"MICALCL","100504195","ENSMUSG00000030771","7","112368308","112413104"
"MICALL1","27008","ENSMUSG00000033039","15","79108972","79136897"
"MICALL2","231830","ENSMUSG00000036718","5","139706696","139736336"
"MICU1","216001","ENSMUSG00000020111","10","59702477","59864132"
"MICU2","68514","ENSMUSG00000021973","14","57916280","57999262"
"MICU3","78506","ENSMUSG00000039478","8","40307458","40386308"
"MID1","17318","ENSMUSG00000035299","X","169685199","170005736"
"MID1IP1","68041","ENSMUSG00000008035","X","10715013","10719690"
"MID2","23947","ENSMUSG00000000266","X","140664599","140767715"
"MIDN","59090","ENSMUSG00000035621","10","80148272","80158368"
"MIEF1","239555","ENSMUSG00000022412","15","80234080","80253366"
"MIEF2","237781","ENSMUSG00000018599","11","60728398","60732951"
"MIEN1","103742","ENSMUSG00000002580","11","98437708","98438991"
"MIER1","71148","ENSMUSG00000028522","4","103114390","103165754"
"MIER2","70427","ENSMUSG00000042570","10","79540245","79555199"
"MIER3","218613","ENSMUSG00000032727","13","111686178","111718596"
"MIF","17319","ENSMUSG00000033307","10","75859353","75860250"
"MIF4GD","69674","ENSMUSG00000020743","11","115607918","115612969"
"MIIP","28010","ENSMUSG00000029022","4","147860778","147868816"
"MILL1","266815","ENSMUSG00000054005","7","18245347","18266092"
"MILL2","243864","ENSMUSG00000040987","7","18839966","18863113"
"MILR1","380732","ENSMUSG00000040528","11","106751226","106768794"
"MINA","67014","ENSMUSG00000022724","16","59471775","59492461"
"MINK1","50932","ENSMUSG00000020827","11","70562881","70614483"
"MINOS1","433771","ENSMUSG00000050608","4","139101814","139131113"
"MINPP1","17330","ENSMUSG00000024896","19","32485769","32515370"
"MIOS","252875","ENSMUSG00000042447","6","8209222","8236274"
"MIOX","56727","ENSMUSG00000022613","15","89334398","89337015"
"MIP","17339","ENSMUSG00000025389","10","128225838","128231812"
"MIPEP","70478","ENSMUSG00000021993","14","60784566","60903610"
"MIPOL1","73490","ENSMUSG00000047022","12","57230427","57497199"
"MIR100","","ENSMUSG00000093011","9","41531425","41531504"
"MIR101A","","ENSMUSG00000065451","4","101346945","101347027"
"MIR101B","","ENSMUSG00000065556","19","29135279","29135375"
"MIR103-1","","ENSMUSG00000065553","11","35782396","35782481"
"MIR103-2","","ENSMUSG00000065563","2","131288052","131288137"
"MIR105","","ENSMUSG00000077847","X","72591500","72591579"
"MIR106A","","ENSMUSG00000065456","X","52742503","52742567"
"MIR106B","","ENSMUSG00000065514","5","138165737","138165818"
"MIR107","","ENSMUSG00000065594","19","34820687","34820773"
"MIR10A","","ENSMUSG00000065519","11","96317165","96317274"
"MIR10B","","ENSMUSG00000065500","2","74726070","74726137"
"MIR1187","","ENSMUSG00000080586","5","82798944","82799065"
"MIR1188","","ENSMUSG00000080406","12","109611822","109611941"
"MIR1190","","ENSMUSG00000080575","12","101021673","101021768"
"MIR1191","","ENSMUSG00000080533","7","27205536","27205655"
"MIR1192","","ENSMUSG00000080626","19","23149431","23149551"
"MIR1193","","ENSMUSG00000080411","12","109715671","109715791"
"MIR1195","","ENSMUSG00000080468","17","70860503","70860600"
"MIR1197","","ENSMUSG00000080687","12","109712317","109712436"
"MIR1198","","ENSMUSG00000080645","X","7807101","7807221"
"MIR1199","","ENSMUSG00000080665","8","84011515","84011633"
"MIR122","","ENSMUSG00000065402","18","65248861","65248926"
"MIR1224","","ENSMUSG00000080669","16","20604452","20604536"
"MIR1231","","ENSMUSG00000093515","1","135454603","135454683"
"MIR1247","","ENSMUSG00000080356","12","110278048","110278129"
"MIR1249","","ENSMUSG00000080441","15","84951526","84951623"
"MIR124A-1","","ENSMUSG00000065597","14","64590657","64590741"
"MIR124A-1HG","","ENSMUSG00000097545","14","64587331","64593961"
"MIR124A-2","","ENSMUSG00000093073","3","17795662","17795770"
"MIR124A-3","","ENSMUSG00000065454","2","180894040","180894107"
"MIR1251","","ENSMUSG00000093227","10","92137140","92137223"
"MIR1258","","ENSMUSG00000099196","18","56538139","56538198"
"MIR125A","","ENSMUSG00000065479","17","17830812","17830879"
"MIR125B-1","","ENSMUSG00000093354","9","41581926","41582002"
"MIR125B-2","","ENSMUSG00000065472","16","77646273","77646343"
"MIR1264","","ENSMUSG00000093122","X","147010601","147010686"
"MIR126A","","ENSMUSG00000065540","2","26591357","26591429"
"MIR127","","ENSMUSG00000070076","12","109592846","109592915"
"MIR128-1","","ENSMUSG00000065520","1","128202361","128202430"
"MIR128-2","","ENSMUSG00000065441","9","112118636","112118711"
"MIR129-1","","ENSMUSG00000065469","6","29022619","29022691"
"MIR129-2","","ENSMUSG00000065511","2","94241364","94241453"
"MIR1298","","ENSMUSG00000080331","X","147064905","147065002"
"MIR1306","","ENSMUSG00000080452","16","18284239","18284317"
"MIR130A","","ENSMUSG00000065484","2","84741115","84741178"
"MIR130B","","ENSMUSG00000065572","16","17124061","17124142"
"MIR130C","","ENSMUSG00000098362","9","53400805","53400886"
"MIR132","","ENSMUSG00000065537","11","75173682","75173747"
"MIR133A-1","","ENSMUSG00000065399","18","10782909","10782976"
"MIR133A-2","","ENSMUSG00000065460","2","180398379","180398482"
"MIR133B","","ENSMUSG00000065480","1","20682769","20682887"
"MIR133C","","ENSMUSG00000098539","2","29475215","29475294"
"MIR134","","ENSMUSG00000065426","12","109734139","109734209"
"MIR135A-1","","ENSMUSG00000065407","9","106154124","106154213"
"MIR135A-2","","ENSMUSG00000065524","10","92072086","92072185"
"MIR135B","","ENSMUSG00000065435","1","132198088","132198184"
"MIR136","","ENSMUSG00000070129","12","109595318","109595397"
"MIR137","","ENSMUSG00000065569","3","118433857","118433929"
"MIR138-1","","ENSMUSG00000065414","9","122682876","122682974"
"MIR138-2","","ENSMUSG00000065512","8","94324311","94324381"
"MIR139","","ENSMUSG00000065446","7","101475376","101475443"
"MIR140","","ENSMUSG00000065439","8","107551244","107551313"
"MIR141","","ENSMUSG00000065474","6","124717914","124717985"
"MIR142B","","ENSMUSG00000065420","11","87756841","87756955"
"MIR143","","ENSMUSG00000065445","18","61649196","61649258"
"MIR143HG","","ENSMUSG00000097324","18","61649625","61665537"
"MIR144","","ENSMUSG00000065401","11","78073005","78073070"
"MIR145A","","ENSMUSG00000065592","18","61647825","61647894"
"MIR145B","","ENSMUSG00000098366","18","69022199","69022273"
"MIR146","","ENSMUSG00000065601","11","43374397","43374461"
"MIR146B","","ENSMUSG00000070127","19","46342762","46342870"
"MIR147","","ENSMUSG00000076309","2","122640803","122640881"
"MIR148A","","ENSMUSG00000065505","6","51269812","51269910"
"MIR148B","","ENSMUSG00000065560","15","103285125","103285221"
"MIR149","","ENSMUSG00000065470","1","92850378","92850443"
"MIR150","","ENSMUSG00000065495","7","45121757","45121821"
"MIR151","","ENSMUSG00000065612","15","73254815","73254882"
"MIR152","","ENSMUSG00000065515","11","96850393","96850465"
"MIR153","","ENSMUSG00000065538","12","117250817","117250885"
"MIR154","","ENSMUSG00000065448","12","109738433","109738498"
"MIR155","","ENSMUSG00000065397","16","84714140","84714204"
"MIR155HG","","ENSMUSG00000097418","16","84703167","84715245"
"MIR15A","","ENSMUSG00000093007","14","61632027","61632110"
"MIR15B","","ENSMUSG00000065580","3","69009772","69009835"
"MIR16-1","","ENSMUSG00000092995","14","61631880","61631972"
"MIR16-2","","ENSMUSG00000065606","3","69009902","69009996"
"MIR1668","","ENSMUSG00000098465","8","83723878","83723984"
"MIR17","","ENSMUSG00000065508","14","115043671","115043754"
"MIR17HG","","ENSMUSG00000089726","14","115042879","115046727"
"MIR18","","ENSMUSG00000065403","14","115043851","115043946"
"MIR181A-1","","ENSMUSG00000065565","1","137966455","137966541"
"MIR181A-2","","ENSMUSG00000065423","2","38852735","38852810"
"MIR181B-1","","ENSMUSG00000065458","1","137966639","137966718"
"MIR181B-2","","ENSMUSG00000065578","2","38853830","38853918"
"MIR181C","","ENSMUSG00000065483","8","84178873","84178961"
"MIR181D","","ENSMUSG00000076338","8","84178716","84178787"
"MIR182","","ENSMUSG00000076361","6","30165918","30165992"
"MIR183","","ENSMUSG00000065619","6","30169668","30169737"
"MIR1839","","ENSMUSG00000093107","7","81529855","81529981"
"MIR184","","ENSMUSG00000065596","9","89802260","89802328"
"MIR185","","ENSMUSG00000065464","16","18327401","18327465"
"MIR186","","ENSMUSG00000065431","3","157544279","157544349"
"MIR187","","ENSMUSG00000065532","18","24429110","24429170"
"MIR188","","ENSMUSG00000065398","X","7247989","7248056"
"MIR1893","","ENSMUSG00000084514","18","6490564","6490646"
"MIR1894","","ENSMUSG00000084751","17","35917889","35917969"
"MIR1895","","ENSMUSG00000084564","3","134240505","134240583"
"MIR1896","","ENSMUSG00000084590","13","21445160","21445240"
"MIR1897","","ENSMUSG00000084530","3","34638368","34638639"
"MIR1898","","ENSMUSG00000084592","15","12171492","12171574"
"MIR1899","","ENSMUSG00000084747","9","8246786","8246881"
"MIR18B","","ENSMUSG00000077111","X","52742331","52742413"
"MIR1900","","ENSMUSG00000084663","9","21032251","21032328"
"MIR1901","","ENSMUSG00000084565","18","11840361","11840438"
"MIR1902","","ENSMUSG00000084516","2","104428861","104428940"
"MIR1903","","ENSMUSG00000084523","8","128359241","128359320"
"MIR1904","","ENSMUSG00000084651","13","109903809","109903888"
"MIR1905","","ENSMUSG00000084728","3","88536301","88536382"
"MIR1906-1","","ENSMUSG00000084535","12","109544541","109544620"
"MIR1906-2","","ENSMUSG00000084559","X","88759474","88759553"
"MIR1907","","ENSMUSG00000084458","15","50889025","50889114"
"MIR190A","","ENSMUSG00000076379","9","67236660","67236726"
"MIR190B","","ENSMUSG00000077996","3","90070020","90070099"
"MIR1912","","ENSMUSG00000093039","X","147009441","147009527"
"MIR192","","ENSMUSG00000065523","19","6264844","6264932"
"MIR1927","","ENSMUSG00000089204","1","160295864","160295972"
